,,,,,,,,,,,,,,,,,,,,,,,,,,,Jarvis,,,,,,,,,,,
,,,,,Mold Temp Set,,Insert Temp Actual,,,,,Injection Velocity,,,,,Injection Pressure's,,,,,,,SR2,,,Global Power Avg,,,,,,,,,,,Lid Molding
Date,Sample ID,CT (mm),PRE-DRY,Mold,A-SIDE,B-SIDE,A-SIDE,B-SIDE,"Melt Temp
(F)","Fill time
(s)",Cooling time,"1st
(%)","2nd
(%)","3rd
(%)","1st
(psi) x 1000","2nd
(psi) x 1000","Inj P Setting
(%)","Pack Set
(%)","Hold Set
(%)","Pack Pressure
(psi) x 1000","Hold Pressure
(psi) x 1000","Shot size
(mm)","Cushion
(mm)","Diopter
3.5+/-0.06","Cyl
(<0.06)","Insert 
Design",R.01,R.02,R.03,R.04,R.05,R.06,R.07,R.08,R.09,R.10,R.11,
,A14P3,1.16,CLV1000_P3-No,R&D 2-Cav,217,220,195,200,460,6.2,325,5,12,8,4,8.33,65,58,55,15,14.16,70.66,7.14,3.54,0.03,D_19121901,3.546,3.533,3.493,3.437,3.343,3.226,3.085,2.889,2.61,2.373,1.995,
,A15P3,1.16,CLV1000_P3-No,R&D 2-Cav,217,220,195,200,460,6.7,325,5,12,8,3.9,8.38,65,58,55,15,14.16,70.66,7.14,3.53,0.05,D_19121901,3.485,3.421,3.41,3.357,3.251,3.141,2.975,2.791,2.537,2.315,1.955,
,A1P4,1.14,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.7,325,5,12,8,4,8.23,65,58,55,15,14.16,70.66,7.14,3.55,0.01,D_19121901,3.5,3.459,3.448,3.394,3.303,3.187,3.044,2.858,2.581,2.352,1.989,
,A2P4,1.13,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.7,325,5,12,8,3.9,8.23,65,58,55,15,14.16,70.78,7.05,3.52,0.04,D_19121901,3.471,3.445,3.426,3.375,3.272,3.154,3.01,2.83,2.541,2.335,1.966,
,A3P4,1.13,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.7,325,5,12,8,3.9,8.23,65,58,55,15,14.16,70.78,7.05,3.55,0.03,D_19121901,3.651,3.602,3.583,3.507,3.397,3.253,3.09,2.886,2.599,2.365,1.996,
,A4P4,1.13,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.66,325,5,12,8,3.9,8.33,65,58,55,15.1,14.1,70.75,6.87,3.52,0.03,D_19121901,3.631,3.575,3.56,3.489,3.381,3.243,3.061,2.863,2.558,2.338,1.976,
,A5P4,1.13,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.66,325,5,12,8,3.9,8.33,65,58,55,15.1,14.1,70.75,6.87,3.55,0.06,D_19121901,3.616,3.571,3.569,3.484,3.382,3.246,3.07,2.855,2.568,2.335,1.985,
,A6P4,1.13,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.64,325,5,12,8,4,8.18,65,58,55,15,14.21,70.76,7.03,3.52,0.03,D_19121901,3.557,3.504,3.481,3.415,3.318,3.191,3.026,2.828,2.552,2.323,1.964,
,A7P4,1.13,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.64,325,5,12,8,4,8.18,65,58,55,15,14.21,70.76,7.03,3.53,0.01,D_19121901,3.642,3.591,3.555,3.486,3.38,3.243,3.06,2.851,2.564,2.334,1.983,
,A8P4,1.13,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.62,325,5,12,8,4.1,8.33,65,58,55,15.1,14.16,70.7,6.89,3.53,0.02,D_19121901,3.629,3.566,3.556,3.503,3.39,3.25,3.073,2.862,2.572,2.335,1.971,
,A9P4,1.14,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.62,325,5,12,8,4.1,8.33,65,58,55,15.1,14.16,70.7,6.89,3.54,0,D_19121901,3.676,3.648,3.624,3.552,3.454,3.323,3.155,2.928,2.633,2.388,2.014,
,A10P4,1.14,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.61,325,5,12,8,3.9,8.38,65,58,55,15.2,14.16,70.71,6.98,3.52,0.03,D_19121901,,,,,,,,,,,,
,A11P4,1.13,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.61,325,5,12,8,3.9,8.38,65,58,55,15.2,14.16,70.71,6.98,3.54,0.03,D_19121901,,,,,,,,,,,,
,A12P4,1.13,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.66,325,5,12,8,4.1,8.18,65,58,55,15.1,14.21,70.75,7.02,3.54,0.04,D_19121901,,,,,,,,,,,,
,A13P4,1.13,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.6,325,5,12,8,4.1,8.7,65,58,55,15,14.01,70.67,6.83,3.54,0.02,D_19121901,,,,,,,,,,,,
,A14P4,1.13,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.6,325,5,12,8,3.9,8.7,65,58,55,15,14.01,70.67,6.83,3.51,0.04,D_19121901,,,,,,,,,,,,
,A15P4,1.13,CLV1000_P4-No,R&D 2-Cav,217,220,195,200,460,6.66,325,5,12,8,4.1,8.18,65,58,55,15.1,14.21,70.75,7.02,3.55,0.02,D_19121901,,,,,,,,,,,,
17-Feb,A1D,1.17,CLV1000-Yes,X-10,217,220,,,460,10.52,325,7,12,8,5.1,9.2,65,58,55,15.8,14.16,150.65,12.55,3.54,0.04,D_19121901,3.266,3.256,3.236,3.175,3.099,2.983,2.817,2.626,2.371,2.149,1.834,4
,A2D,1.18,CLV1000-Yes,X-10,217,220,,,460,10.52,325,7,12,8,5.1,9.2,65,58,55,15.8,14.16,150.65,12.55,3.57,0.03,D_19121901,3.26,3.238,3.206,3.167,3.071,2.964,2.805,2.613,2.36,2.143,1.846,9
,A3D,1.16,CLV1000-Yes,X-10,217,220,,,460,10.52,325,7,12,8,5.1,9.2,65,58,55,15.8,14.16,150.65,12.55,3.54,0.02,D_19121901,3.261,3.261,3.233,3.188,3.121,3.004,2.859,2.682,2.432,2.239,1.922,9
,A4D,1.17,CLV1000-Yes,X-10,217,220,,,460,10.52,325,7,12,8,5.1,9.2,65,58,55,15.8,14.16,150.65,12.55,3.55,0,D_19121901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,A5D,1.16,CLV1000-Yes,X-10,217,220,,,460,10.19,,7,12,8,5.3,6.64,65,58,55,15.1,14.16,149.79,7.37,3.51,0.03,D_19121901,3.298,3.28,3.262,3.173,3.106,2.986,2.837,2.635,2.38,2.17,1.824,9
,A6D,1.16,CLV1000-Yes,X-10,217,220,,,460,10.19,,7,12,8,5.3,6.64,65,58,55,15.1,14.16,149.79,7.37,3.51,0.03,D_19121901,3.295,3.269,3.233,3.19,3.1,2.991,2.816,2.629,2.357,2.145,1.822,7
,A7D,1.16,CLV1000-Yes,X-10,217,220,,,460,10.19,,7,12,8,5.3,6.64,65,58,55,15.1,14.16,,,3.52,0.01,D_19121901,3.307,3.286,3.266,3.208,3.126,3.001,2.853,2.647,2.386,2.183,1.849,7
,A8D,1.16,CLV1000-Yes,X-10,217,220,,,460,10.19,,7,12,8,5.3,6.64,65,58,55,15.1,14.16,,,3.51,0.03,D_19121901,3.303,3.283,3.272,3.229,3.134,3.028,2.876,2.691,2.451,2.239,1.929,6
,A9D,1.16,CLV1000-Yes,X-10,217,220,,,460,10.23,,7,12,8,5.2,6.55,65,58,55,14.8,14.16,149.72,7.56,3.48,0.04,D_19121901,3.254,3.258,3.235,3.184,3.097,2.96,2.818,2.618,2.376,2.158,1.822,3
,A10D,1.16,CLV1000-Yes,X-10,217,220,,,460,10.23,,7,12,8,5.2,6.55,65,58,55,14.8,14.16,149.72,7.56,3.47,0.04,D_19121901,3.504,3.469,3.414,3.35,3.247,3.118,2.926,2.713,2.436,2.21,1.856,11
,A11D,1.16,CLV1000-Yes,X-10,217,220,,,460,10.23,,7,12,8,5.2,6.55,65,58,55,14.8,14.16,149.72,7.56,3.51,0.03,D_19121901,3.289,3.275,3.272,3.206,3.128,3.022,2.857,2.652,2.384,2.171,1.833,10
,A12D,1.16,CLV1000-Yes,X-10,217,220,,,460,10.23,,7,12,8,5.2,6.55,65,58,55,14.8,14.16,149.72,7.56,3.51,0.04,D_19121901,3.333,3.317,3.288,3.227,3.154,3.033,2.89,2.711,2.466,2.271,1.941,8
